property_id,obs_depth_cm
7483783367,23.250667346535455
3781225000,26.11431618950262
4761895294,37.97730959283163
7436514223,13.877822429895367
800517812,39.82282245516489
4515737308,7.187927473097439
8508615176,70.76338804348181
9508703787,90.96497206690601
1267664078,64.2030275241376
4713844795,34.95578509961538
2502998844,92.00968234168236
4604218627,47.808543142949084
9289087649,50.39713255231647
4413984935,73.87322100359462
403767868,40.11896421193411
4392732106,43.56139329688542
6880477252,25.929742345668657
8371616025,12.547326690109069
6662490720,30.226272646109592
8070911431,62.09660615322108
2217851674,56.31100719476084
7294675300,45.896407021742064
4653536185,28.23762103962971
5226721786,75.2600175385893
1863522525,16.967183578524867
2204471348,31.628002146740883
8640283325,34.83668001587068
3094982681,23.205954447058833
5225932506,84.28122505480025
5082580102,27.854747953574826
4837778768,57.88068019950234
7570297888,9.209843794204502
7357052561,50.062702272941486
9096121034,28.82382815832977
4714998776,79.32544099135872
4030381056,45.8422692856581
1547173431,61.16010710531498
2928921279,43.11315003478392
3767513242,64.8802816856965
5660689310,56.27040720280166
4830522465,52.93942316473603
9198979608,49.165197383636304
4505341761,19.15242083576273
1925830285,21.79175219010134
7466607373,23.93827188146762
2698621815,158.89460647730587
2182545272,77.32747584687353
5872061374,24.422201654956346
2980410491,164.7057909698606
9459891719,254.56859145894163
8212444497,40.850511482715135
3093565929,27.485279716545897
4504810961,29.02693845113442
6506406453,23.27261245634758
2325258564,27.728450268810526
5703274222,28.468935873728313
7733941492,0.016307244205991722
4446649228,36.741790161190224
429343760,7.751299844985958
530601889,28.237427266695953
6216602814,33.66038259550854
4933761869,42.73376935451647
8319401682,55.04223760411864
9676444210,26.471064021762082
6276582158,46.77691591837101
6193925531,264.7533305923896
1177071801,76.02052378304407
2270328718,215.738602951159
3474558313,64.85394245171273
4300570273,57.606231814626476
3541525624,64.66614704948336
2060060500,30.60802038051788
9493510742,11.424694729979702
7394523124,55.38276864097605
7545300756,107.23168029065916
7931809574,83.80095249273168
6957619310,45.73327726641862
3270366085,149.71285470363495
7205827335,186.16195476297779
2755275025,250.49511798112934
4952087251,13.614669182141434
7421258013,47.33489979748747
9818284671,27.727778047734315
9247729677,31.259760269915674
6137187093,66.20739288868384
2240924864,27.096746681644763
6936927579,25.842199670889727
8783074799,74.1692175294541
3640470153,37.26269187647357
3290736612,21.29946695742183
1401095476,6.49631107708862
4469668965,29.26474518326907
9237854595,25.82922991969395
2778207779,56.50813173614578
9121863862,125.02193392345198
5159843321,19.37817922253445
148666946,27.373645484135604
9189727495,9.086900255294632
8519598406,69.15974460477273
3675735552,21.64520473925065
3501519351,29.64391003964127
2529862201,28.633740827884107
4926329266,43.68029895322891
2133678814,31.830243588652795
1755744564,34.400617359073074
9041623065,50.61794081161459
8551255926,85.83533485151698
4121800990,53.37585202326232
9266663389,36.51368603491443
944598240,33.52609330238343
7955205208,30.30299401009635
1036210410,35.7675069282007
8090368883,24.568112001296143
4855660157,61.45652985055074
9209613175,235.3276849234289
7593853060,32.41618695324538
5725014432,75.33693687589755
9801286559,14.489953234458607
6579376443,46.961610818857515
1447751507,26.67216071966516
3275454841,21.39099039591285
8453940490,78.63664299627521
9229639555,53.653605708904514
